status,size,reason,file
A,76097,content|model|feature|history|engine,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py
B,12115,content|model|rating,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py
C,3312,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\styles\_mapping.py
C,2042,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py
C,14936,content|feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
C,691,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__init__.py
C,12216,content|feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
C,557,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__init__.py
C,27607,content|model,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
C,6449,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\api.py
C,10186,content|history,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py
C,441,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\certs.py
C,1485,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\compat.py
C,18590,content|runtime,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py
C,4272,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py
C,3813,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py
C,733,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\hooks.py
A,35483,content|model|history|rating|runtime|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
C,1057,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\packages.py
B,30495,content|model|history|runtime,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
C,4322,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\status_codes.py
C,2912,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\structures.py
C,33631,content|engine,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\utils.py
C,1495,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\_internal_utils.py
C,5057,content|model,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\__init__.py
C,435,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\__version__.py
C,5871,content|train,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py
C,1601,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\reporters.py
B,20511,content|history|runtime|train,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py
C,4963,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py
C,537,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\__init__.py
C,156,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\collections_abc.py
D,0,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__init__.py
C,890,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\abc.py
C,10469,content|train,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\align.py
C,6921,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\ansi.py
C,3263,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\bar.py
C,10831,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\box.py
C,5130,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\cells.py
C,18211,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\color.py
C,1054,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\color_triplet.py
C,7131,content|train,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\columns.py
A,100156,content|feature|history|runtime|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
C,1288,content|train,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\constrain.py
C,5502,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\containers.py
C,6630,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\control.py
C,8159,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\default_styles.py
C,972,content|feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py
C,2501,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\emoji.py
C,642,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\errors.py
C,2484,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\filesize.py
C,1683,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\file_proxy.py
C,9586,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\highlighter.py
C,5031,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\json.py
C,3252,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\jupyter.py
C,14004,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\layout.py
C,14270,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live.py
C,3666,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live_render.py
C,12458,content|database,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\logging.py
C,8451,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\markup.py
C,5305,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\measure.py
C,4908,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\padding.py
C,828,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\pager.py
C,3396,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\palette.py
C,11235,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\panel.py
C,36391,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py
B,60357,content|rating|runtime|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress.py
C,8162,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress_bar.py
C,12447,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\prompt.py
C,1391,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\protocol.py
C,166,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\region.py
C,4431,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\repr.py
C,4602,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\rule.py
C,2843,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\scope.py
C,1591,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\screen.py
B,24743,content|rating|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\segment.py
C,4364,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\spinner.py
C,4424,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\status.py
C,27067,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\style.py
C,1258,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\styled.py
C,35763,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\syntax.py
C,40103,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\table.py
C,3370,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\terminal_theme.py
C,47552,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\text.py
C,3771,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\theme.py
C,102,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\themes.py
B,31797,content|feature|train,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py
C,9451,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\tree.py
C,10209,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_cell_widths.py
B,140235,content|engine|bet|train,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py
C,1064,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_replace.py
C,2128,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_export_format.py
C,265,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_extension.py
C,799,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_fileno.py
C,9655,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_inspect.py
C,3225,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_log_render.py
C,1236,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_loop.py
C,1394,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_null_file.py
C,7063,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_palettes.py
C,423,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_pick.py
C,5471,content|train,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_ratio.py
C,19919,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_spinners.py
C,351,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_stack.py
C,417,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_timer.py
C,22755,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_win32_console.py
C,1925,content|feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
C,2783,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows_renderer.py
C,3404,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_wrap.py
B,6090,content|feature|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__init__.py
C,8477,content|feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__main__.py
C,25591,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_parser.py
C,3171,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_re.py
C,254,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\_types.py
C,314,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\tomli\__init__.py
C,10555,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_api.py
C,20503,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py
C,2324,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_openssl.py
C,1130,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_ssl_constants.py
B,17993,content|engine|train,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py
C,1264,content|runtime,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\__init__.py
B,20314,content|feature|engine|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
C,40408,content|engine,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
C,8217,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\exceptions.py
C,8579,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\fields.py
C,2440,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py
C,19990,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
C,6691,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\request.py
B,30641,content|history|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
C,11372,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py
D,64,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_version.py
C,3333,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
C,11036,content|engine,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
C,4528,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py
B,17081,content|rating|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
B,34446,content|feature|rating|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
C,7097,content|feature,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
B,957,content|engine|runtime,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_appengine_environ.py
D,0,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\__init__.py
C,17632,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py
C,13922,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py
D,0,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\__init__.py
C,34665,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py
D,0,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\__init__.py
C,1417,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\makefile.py
C,5343,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\weakref_finalize.py
D,0,,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\backports\__init__.py
C,4901,content|engine,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py
C,1605,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\proxy.py
C,498,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\queue.py
C,3997,content|rating,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\request.py
C,3510,content|engine,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\response.py
B,22050,content|history|bet|train,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py
C,6895,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py
B,17460,content|feature|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
C,5758,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_match_hostname.py
C,10168,content|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\timeout.py
C,14296,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py
B,5403,content|engine|runtime|bet,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py
C,1155,content,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py
D,74,,E:\football_v\.vscode\settings.json
A,3582,content|model|feature|engine|database,E:\football_v\00_System_OS\deploy_architecture_cleanup_engine_V1.0.py
B,4356,content|model|engine|database,E:\football_v\00_System_OS\deploy_release_validation_engine_V1.0.py
B,2546,content|model|database,E:\football_v\00_System_OS\deploy_system_quality_batch_01_V1.0.py
B,2606,content|database|odds,E:\football_v\00_System_OS\01_DATA_LAYER\main.py
C,195,content|database,E:\football_v\00_System_OS\01_DATA_LAYER\config\database_config.py
C,1769,content|database,E:\football_v\00_System_OS\01_DATA_LAYER\core\database\db_connection.py
C,425,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\base_exception.py
C,246,content|database,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\database_exception.py
C,253,content|database,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\error_codes.py
C,253,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\exception_handler.py
C,245,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\file_exception.py
C,250,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\validation_exception.py
C,350,content|database,E:\football_v\00_System_OS\01_DATA_LAYER\core\exception\__init__.py
C,2430,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\file_service\file_service.py
C,1708,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\hash_service\hash_service.py
C,435,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\compatibility.py
C,338,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\formatter.py
C,549,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\handlers.py
C,1808,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\logger.py
D,84,,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\log_config.json
C,114,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\__init__.py
C,1921,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\validator\data_validator.py
C,416,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\validator\schema_validator.py
C,1670,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\validator\validation_result.py
C,343,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\validator\__init__.py
C,1671,content,E:\football_v\00_System_OS\01_DATA_LAYER\core\version_service\version_service.py
C,131072,content,E:\football_v\00_System_OS\01_DATA_LAYER\database\archive_football_ai_os.db
C,28672,content,E:\football_v\00_System_OS\01_DATA_LAYER\database\football_ai_os.db
