module,path,capability
wrapper.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\cachecontrol\wrapper.py,
_cmd.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\cachecontrol\_cmd.py,VALUE_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\cachecontrol\__init__.py,
file_cache.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\file_cache.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|DATA_LAYER
redis_cache.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\redis_cache.py,VALUE_LAYER|DATA_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\cachecontrol\caches\__init__.py,
core.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\certifi\core.py,VALUE_LAYER|DATA_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\certifi\__init__.py,
__main__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\certifi\__main__.py,
compat.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\compat.py,VALUE_LAYER|RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
database.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\database.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|DATA_LAYER|FEATURE_LAYER
index.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\index.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
locators.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\locators.py,VALUE_LAYER|MODEL_LAYER|DATA_LAYER|PREDICTION_LAYER|FEATURE_LAYER
manifest.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\manifest.py,VALUE_LAYER|BETTING_LAYER|FEATURE_LAYER|DATA_LAYER
markers.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\markers.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
metadata.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\metadata.py,VALUE_LAYER|MODEL_LAYER|DATA_LAYER|PREDICTION_LAYER|FEATURE_LAYER
resources.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\resources.py,MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
scripts.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\scripts.py,VALUE_LAYER|MARKET_LAYER|FEATURE_LAYER|DATA_LAYER
util.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\util.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|DATA_LAYER|FEATURE_LAYER
version.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\version.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|DATA_LAYER|PREDICTION_LAYER|FEATURE_LAYER
wheel.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\wheel.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distlib\__init__.py,MODEL_LAYER
distro.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\distro.py,VALUE_LAYER|PREDICTION_LAYER|FEATURE_LAYER|DATA_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\__init__.py,
__main__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\distro\__main__.py,
codec.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\codec.py,FEATURE_LAYER|DATA_LAYER
compat.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\compat.py,
core.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\core.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
idnadata.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\idnadata.py,DATA_LAYER
intranges.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\intranges.py,FEATURE_LAYER
package_data.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\package_data.py,
uts46data.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\uts46data.py,VALUE_LAYER|DATA_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\idna\__init__.py,DATA_LAYER
exceptions.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\exceptions.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
ext.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\ext.py,VALUE_LAYER|MODEL_LAYER|DATA_LAYER
fallback.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\fallback.py,VALUE_LAYER|BETTING_LAYER|FEATURE_LAYER|DATA_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\msgpack\__init__.py,DATA_LAYER
markers.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\markers.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
metadata.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\metadata.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|DATA_LAYER|PREDICTION_LAYER|FEATURE_LAYER
requirements.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\requirements.py,VALUE_LAYER|FEATURE_LAYER
specifiers.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\specifiers.py,VALUE_LAYER|BETTING_LAYER|FEATURE_LAYER|DATA_LAYER
tags.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\tags.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
utils.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\utils.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
version.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\version.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|FEATURE_LAYER
_elffile.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_elffile.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
_manylinux.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_manylinux.py,VALUE_LAYER|RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
_musllinux.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_musllinux.py,VALUE_LAYER|RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
_parser.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_parser.py,VALUE_LAYER|BETTING_LAYER|FEATURE_LAYER|DATA_LAYER
_structures.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_structures.py,
_tokenizer.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\_tokenizer.py,FEATURE_LAYER|DATA_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\__init__.py,
_spdx.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\_spdx.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER|RUNTIME_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\packaging\licenses\__init__.py,VALUE_LAYER|MODEL_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pkg_resources\__init__.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|RUNTIME_LAYER|DATA_LAYER|FEATURE_LAYER
android.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\android.py,VALUE_LAYER|RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
api.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\api.py,VALUE_LAYER|RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
macos.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\macos.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER|RUNTIME_LAYER
unix.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\unix.py,VALUE_LAYER|RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
version.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\version.py,
windows.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\windows.py,VALUE_LAYER|RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__init__.py,VALUE_LAYER|RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
__main__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\platformdirs\__main__.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
cmdline.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\cmdline.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
console.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\console.py,FEATURE_LAYER
filter.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filter.py,VALUE_LAYER
formatter.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatter.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
lexer.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexer.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
modeline.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\modeline.py,MODEL_LAYER
plugin.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\plugin.py,FEATURE_LAYER|DATA_LAYER
regexopt.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\regexopt.py,VALUE_LAYER
scanner.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\scanner.py,VALUE_LAYER|RUNTIME_LAYER|DATA_LAYER
sphinxext.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\sphinxext.py,FEATURE_LAYER|DATA_LAYER
style.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\style.py,FEATURE_LAYER
token.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\token.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
unistring.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\unistring.py,DATA_LAYER
util.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\util.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\__init__.py,VALUE_LAYER|BETTING_LAYER|FEATURE_LAYER
__main__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\__main__.py,
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\filters\__init__.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|DATA_LAYER|MARKET_LAYER|FEATURE_LAYER
bbcode.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\bbcode.py,VALUE_LAYER|FEATURE_LAYER
groff.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\groff.py,VALUE_LAYER|FEATURE_LAYER
html.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\html.py,VALUE_LAYER|BETTING_LAYER|FEATURE_LAYER|RUNTIME_LAYER
img.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\img.py,VALUE_LAYER|BETTING_LAYER|FEATURE_LAYER|DATA_LAYER
irc.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\irc.py,VALUE_LAYER|FEATURE_LAYER
latex.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\latex.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
other.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\other.py,VALUE_LAYER|FEATURE_LAYER
pangomarkup.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\pangomarkup.py,VALUE_LAYER|FEATURE_LAYER
rtf.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\rtf.py,VALUE_LAYER|BETTING_LAYER|FEATURE_LAYER|DATA_LAYER
svg.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\svg.py,VALUE_LAYER|FEATURE_LAYER
terminal.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal.py,VALUE_LAYER|FEATURE_LAYER
terminal256.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\terminal256.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
_mapping.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\_mapping.py,FEATURE_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\formatters\__init__.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
python.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\python.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|RUNTIME_LAYER|DATA_LAYER|FEATURE_LAYER
_mapping.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py,VALUE_LAYER|MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER|PREDICTION_LAYER|FEATURE_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py,VALUE_LAYER|MODEL_LAYER|DATA_LAYER|PREDICTION_LAYER|FEATURE_LAYER
_mapping.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\styles\_mapping.py,
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\styles\__init__.py,VALUE_LAYER|DATA_LAYER
_impl.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\__init__.py,VALUE_LAYER|DATA_LAYER
_in_process.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\__init__.py,
adapters.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
api.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\api.py,DATA_LAYER
auth.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
certs.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\certs.py,
compat.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\compat.py,VALUE_LAYER|BETTING_LAYER|DATA_LAYER
cookies.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py,VALUE_LAYER|MODEL_LAYER|RUNTIME_LAYER|DATA_LAYER
exceptions.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\exceptions.py,VALUE_LAYER|DATA_LAYER
help.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\help.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
hooks.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\hooks.py,VALUE_LAYER|DATA_LAYER
models.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|RUNTIME_LAYER|DATA_LAYER|PREDICTION_LAYER|FEATURE_LAYER
packages.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\packages.py,
sessions.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER|RUNTIME_LAYER
status_codes.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\status_codes.py,RUNTIME_LAYER|FEATURE_LAYER|DATA_LAYER
structures.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\structures.py,VALUE_LAYER|DATA_LAYER
utils.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\utils.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER|RUNTIME_LAYER
_internal_utils.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\_internal_utils.py,VALUE_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\__init__.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
__version__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\__version__.py,DATA_LAYER
providers.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\providers.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER
reporters.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\reporters.py,FEATURE_LAYER
resolvers.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER|RUNTIME_LAYER
structs.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\structs.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\__init__.py,
collections_abc.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\collections_abc.py,
__init__.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\compat\__init__.py,
abc.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\abc.py,
align.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\align.py,VALUE_LAYER|MODEL_LAYER
ansi.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\ansi.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
bar.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\bar.py,VALUE_LAYER|BETTING_LAYER
box.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\box.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
cells.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\cells.py,MODEL_LAYER
color.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\color.py,VALUE_LAYER|BETTING_LAYER|FEATURE_LAYER
color_triplet.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\color_triplet.py,BETTING_LAYER|FEATURE_LAYER
columns.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\columns.py,VALUE_LAYER|MODEL_LAYER
console.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|RUNTIME_LAYER|DATA_LAYER|FEATURE_LAYER
constrain.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\constrain.py,MODEL_LAYER
containers.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\containers.py,VALUE_LAYER|DATA_LAYER
control.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\control.py,FEATURE_LAYER|DATA_LAYER
default_styles.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\default_styles.py,VALUE_LAYER|DATA_LAYER
diagnose.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py,MODEL_LAYER|FEATURE_LAYER
emoji.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\emoji.py,
errors.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\errors.py,FEATURE_LAYER
filesize.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\filesize.py,VALUE_LAYER|FEATURE_LAYER
file_proxy.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\file_proxy.py,
highlighter.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\highlighter.py,VALUE_LAYER|BETTING_LAYER|DATA_LAYER
json.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\json.py,VALUE_LAYER|DATA_LAYER
jupyter.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\jupyter.py,FEATURE_LAYER|DATA_LAYER
layout.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\layout.py,VALUE_LAYER|DATA_LAYER
live.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live.py,VALUE_LAYER|DATA_LAYER
live_render.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live_render.py,VALUE_LAYER
logging.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\logging.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
markup.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\markup.py,VALUE_LAYER
measure.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\measure.py,MODEL_LAYER|BETTING_LAYER
padding.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\padding.py,VALUE_LAYER|MODEL_LAYER
pager.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\pager.py,
palette.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\palette.py,
panel.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\panel.py,MODEL_LAYER
pretty.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py,VALUE_LAYER|MODEL_LAYER|FEATURE_LAYER|DATA_LAYER
progress.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|RUNTIME_LAYER|DATA_LAYER|FEATURE_LAYER
progress_bar.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress_bar.py,VALUE_LAYER
prompt.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\prompt.py,VALUE_LAYER|BETTING_LAYER|DATA_LAYER
protocol.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\protocol.py,VALUE_LAYER
region.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\region.py,
repr.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\repr.py,VALUE_LAYER|DATA_LAYER
rule.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\rule.py,VALUE_LAYER
scope.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\scope.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER
screen.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\screen.py,
segment.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\segment.py,MODEL_LAYER|BETTING_LAYER|FEATURE_LAYER
spinner.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\spinner.py,
status.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\status.py,DATA_LAYER
style.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\style.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
styled.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\styled.py,
syntax.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\syntax.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
table.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\table.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|DATA_LAYER|FEATURE_LAYER
terminal_theme.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\terminal_theme.py,
text.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\text.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|DATA_LAYER|FEATURE_LAYER
theme.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\theme.py,VALUE_LAYER|FEATURE_LAYER|DATA_LAYER
themes.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\themes.py,
traceback.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py,VALUE_LAYER|MODEL_LAYER|DATA_LAYER|PREDICTION_LAYER|FEATURE_LAYER
tree.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\tree.py,VALUE_LAYER|MODEL_LAYER
_cell_widths.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_cell_widths.py,
_emoji_codes.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_codes.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|RUNTIME_LAYER|DATA_LAYER|PREDICTION_LAYER|MARKET_LAYER|FEATURE_LAYER
_emoji_replace.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_emoji_replace.py,
_export_format.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_export_format.py,MARKET_LAYER|FEATURE_LAYER
_extension.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_extension.py,VALUE_LAYER|DATA_LAYER
_fileno.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_fileno.py,
_inspect.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_inspect.py,VALUE_LAYER|MODEL_LAYER|BETTING_LAYER|DATA_LAYER|PREDICTION_LAYER|FEATURE_LAYER
_log_render.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_log_render.py,VALUE_LAYER|FEATURE_LAYER
_loop.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_loop.py,VALUE_LAYER
_null_file.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_null_file.py,VALUE_LAYER|DATA_LAYER
_palettes.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_palettes.py,
_pick.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_pick.py,VALUE_LAYER
_ratio.py,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_ratio.py,VALUE_LAYER|MODEL_LAYER|DATA_LAYER
