line,file
"'BddLexer': ('pip._vendor.pygments.lexers.bdd', 'Bdd', ('bdd',), ('*.feature',), ('text/x-bdd',)),",E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py
"'GherkinLexer': ('pip._vendor.pygments.lexers.testing', 'Gherkin', ('gherkin', 'cucumber'), ('*.feature',), ('text/x-gherkin',)),",E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py
"'SLexer': ('pip._vendor.pygments.lexers.r', 'S', ('splus', 's', 'r'), ('*.S', '*.R', '.Rhistory', '.Rprofile', '.Renviron'), ('text/S-plus', 'text/S', 'text/x-r-source', 'text/x-r', 'text/x-R', 'text/x-r-history', 'text/x-r-profile')),",E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\_mapping.py
def get_rating(info):,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py
matches.sort(key=get_rating),E:\football_v\.venv\Lib\site-packages\pip\_vendor\pygments\lexers\__init__.py
def _supported_features(self) -> Sequence[str]:,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
"""""""Return the list of optional features supported by the backend.""""""",E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
"return self._call_hook(""_supported_features"", {})",E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_impl.py
"sys.meta_path.insert(0, _BackendPathFinder(extra_pathitems, mod_path))",E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
def _supported_features():,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
"""""""Return the list of options features supported by the backend.",E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
features = [],E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
"features.append(""build_editable"")",E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
return features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
"""_supported_features"",",E:\football_v\.venv\Lib\site-packages\pip\_vendor\pyproject_hooks\_in_process\_in_process.py
"select_proxy,",E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
to use to select a connection from a given urllib3 Connection Pool.,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
"proxy = select_proxy(request.url, proxies)",E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
"proxy = select_proxy(url, proxies)",E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
"proxy = select_proxy(request.url, proxies)",E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\adapters.py
_r.history.append(r),E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\auth.py
:param cookie_dict: Dict of key/values to insert into CookieJar.,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\cookies.py
"# method. To prevent iterating over None, simply use an empty list",E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
"""history"",",E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
#: the history of the Request. Any redirect responses will end,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
self.history = [],E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\models.py
hist = []  # keep track of history,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
# Update history and keep track of redirects.,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
# resp.history must ignore the original request in this loop,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
resp.history = hist[1:],E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
if len(resp.history) >= self.max_redirects:,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
if r.history:,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
# If the hooks create history then we want those cookies too,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
for resp in r.history:,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
history = [resp for resp in gen],E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
history = [],E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
# Shuffle things around if there's history.,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
if history:,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
# Insert the first (original) request at the start,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
"history.insert(0, r)",E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
r = history.pop(),E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
r.history = history,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\sessions.py
:param cj: CookieJar to insert cookies into.,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\utils.py
:param cookie_dict: Dict of key/values to insert into CookieJar.,E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\utils.py
"def select_proxy(url, proxies):",E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\utils.py
"""""""Select a proxy for the url, if applicable.",E:\football_v\.venv\Lib\site-packages\pip\_vendor\requests\utils.py
"""""""Push a new state into history.",E:\football_v\.venv\Lib\site-packages\pip\_vendor\resolvelib\resolvers.py
from ._windows import WindowsConsoleFeatures,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
"_windows_console_features: Optional[""WindowsConsoleFeatures""] = None",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
"def get_windows_console_features() -> ""WindowsConsoleFeatures"":  # pragma: no cover",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
global _windows_console_features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
if _windows_console_features is not None:,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
return _windows_console_features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
from ._windows import get_windows_console_features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
_windows_console_features = get_windows_console_features(),E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
return _windows_console_features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
return WINDOWS and not get_windows_console_features().vt,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
windows_console_features = get_windows_console_features(),E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
if windows_console_features.truecolor,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
since the feature may be unsupported/disabled in some terminals.,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
"""""""Insert non-printing control codes.",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
"new_line_start (bool, False): Insert a new line at the start if the output contains more than one line. Defaults to ``False``.",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
"new_segments.insert(0, Segment.line())",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
It works in the same way as Python's builtin :func:`input` function and provides elaborate line editing and history features if Python's builtin :mod:`readline` module is previously loaded.,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\console.py
"""""""Console render method to insert line-breaks.""""""",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\containers.py
"""""""Console render method to insert line-breaks.""""""",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\containers.py
"""""""A renderable that inserts a control code (non printable but may move cursor).",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\control.py
"from pip._vendor.rich.console import Console, get_windows_console_features",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py
features = get_windows_console_features(),E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py
inspect(features),E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\diagnose.py
select_exchange = exchanges[index % len(exchanges)],E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live.py
if exchange == select_exchange:,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live.py
"exchange_rate_dict[(select_exchange, exchange)] = 200 / (",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\live.py
markup (str): Content to be inserted in to markup.,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\markup.py
"insert_line (bool, optional): Insert a new line if the output has multiple new lines. Defaults to False.",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py
"insert_line: bool = False,",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py
self.insert_line = insert_line,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py
"if self.insert_line and ""\n"" in pretty_text:",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\pretty.py
"""""""Track progress by iterating over a sequence.",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress.py
"""""""A column to insert an arbitrary column.",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress.py
"""""""Track progress by iterating over a sequence.",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\progress.py
"""[prompt.invalid.choice]Please select one of the available options""",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\prompt.py
"new_lines (bool, optional): Insert new lines after each line. Defaults to False.",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\segment.py
"""A Segment is the last step in the Rich render process before generating text with ANSI codes.""",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\segment.py
"Generic.Inserted: Style(color=""green""),",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\syntax.py
"Generic.Inserted: Style(color=""bright_green""),",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\syntax.py
"self._spans.insert(0, Span(start, min(length, end), style))",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\text.py
# replace _showtraceback instead of showtraceback to allow ipython features such as debugging to work,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\traceback.py
class WindowsConsoleFeatures:,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
"""""""Windows features available.""""""",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
def get_windows_console_features() -> WindowsConsoleFeatures:,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
features = WindowsConsoleFeatures(),E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
return features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
def get_windows_console_features() -> WindowsConsoleFeatures:,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
"""""""Get windows console features.",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
WindowsConsoleFeatures: An instance of WindowsConsoleFeatures.,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
"features = WindowsConsoleFeatures(vt=vt, truecolor=truecolor)",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
return features,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
features = get_windows_console_features(),E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
print(repr(features)),E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_windows.py
break_positions: list[int] = []  # offsets to insert the breaks at,E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\_wrap.py
"For more advanced features, see the :class:`~rich.console.Console` class.",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__init__.py
"""""""Get a renderable that demonstrates a number of features.""""""",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__main__.py
"table.title = ""Rich features""",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__main__.py
"table.add_column(""Feature"", no_wrap=True, justify=""center"", style=""bold red"")",E:\football_v\.venv\Lib\site-packages\pip\_vendor\rich\__main__.py
FORMAT_MESSAGE_IGNORE_INSERTS = 0x00000200,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py
"FORMAT_MESSAGE_FROM_SYSTEM | FORMAT_MESSAGE_IGNORE_INSERTS,",E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py
"""`commonName` for now. This feature is being removed by major browsers and """,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
"""`commonName` for now. This feature is being removed by major browsers and """,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
"def _validate_proxy_scheme_url_selection(self, url_scheme):",E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
self._validate_proxy_scheme_url_selection(u.scheme),E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
if self.retries is not None and len(self.retries.history):,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
return self.retries.history[-1].redirect_location,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
"# Re-insert the item, moving it to the end of the eviction line.",E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py
Adapted version of MutableMapping.update in order to insert items,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py
"# decoded. This is pretty frustrating, but that's what the standard library",E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
"raise timeout(""select timed out"")",E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
use of a compiler. This is an important feature because the Python Package,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
"# We need to lock around this structure for inserts, but we don't do it for",E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
#       so cannot conflict with any of the insertions.,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
# zero. This is done because we use select and friends to handle the,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
"# Python will ""kindly"" call select on that socket again for us. Avoid",E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
# operating assumption at this time is that what we want to do is,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
The SOCKS implementation supports the full range of urllib3 features. It also,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
supports the following SOCKS features:,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
"keychain,  # The keychain to insert into",E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py
