called_function,file,error
_pip_self_version_check,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\index_command.py,
min,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\index_command.py,
autocomplete,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\main.py,
create_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\main.py,
parse_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\main.py,
ConfigOptionParser,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\main_parser.py,
get_pip_version,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\main_parser.py,
UpdatingDefaultsHelpFormatter,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\main_parser.py,
get_prog,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\main_parser.py,
create_main_parser,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\main_parser.py,
identify_python_interpreter,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\main_parser.py,
get_similar_commands,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\main_parser.py,
CommandError,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\main_parser.py,
CommandError,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\main_parser.py,
get_runnable_pip,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\main_parser.py,
CommandError,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\main_parser.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\main_parser.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
hasattr,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
redact_auth_from_url,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
Configuration,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
print,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
strtobool,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
suppress,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
strtobool,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
suppress,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
int,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
isinstance,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\parser.py,
Progress,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
float,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
TextColumn,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
SpinnerColumn,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
FileSizeColumn,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
TransferSpeedColumn,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
TimeElapsedColumn,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
TextColumn,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
BarColumn,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
DownloadColumn,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
TransferSpeedColumn,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
TextColumn,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
TimeRemainingColumn,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
get_indentation,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
RateLimiter,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
write_progress,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
write_progress,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\progress_bars.py,
configure_tempdir_registry,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
func,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
configure_tempdir_registry,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
configure_tempdir_registry,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
func,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
configure_tempdir_registry,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
super,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
RequirementPreparer,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
partial,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
any,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
parse_requirements,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
install_req_from_line,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
install_req_from_editable,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
parse_requirements,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
install_req_from_parsed_requirement,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
install_req_from_parsed_requirement,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
CommandError,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
CommandError,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
dict,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
SelectionPreferences,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\req_command.py,
InteractiveSpinner,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\spinners.py,
NonInteractiveSpinner,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\spinners.py,
hidden_cursor,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\spinners.py,
NotImplementedError,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\spinners.py,
NotImplementedError,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\spinners.py,
RateLimiter,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\spinners.py,
get_indentation,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\spinners.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\spinners.py,
next,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\spinners.py,
RateLimiter,E:\football_v\.venv\Lib\site-packages\pip\_internal\cli\spinners.py,
sorted,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\cache.py,
CommandError,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\cache.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\cache.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\cache.py,
CommandError,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\cache.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\cache.py,
CommandError,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\cache.py,
sorted,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\cache.py,
sorted,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\cache.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\cache.py,
CommandError,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\cache.py,
CommandError,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\cache.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\cache.py,
format_size,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\cache.py,
CommandError,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\cache.py,
create_package_set_from_installed,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py,
check_package_set,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py,
list,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py,
check_unsupported,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py,
write_output,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py,
write_output,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py,
get_supported,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py,
write_output,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py,
write_output,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py,
get_default_environment,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\check.py,
print,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\completion.py,
sorted,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\completion.py,
get_prog,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\completion.py,
Configuration,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
sorted,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
PipError,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
any,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
get_configuration_files,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
sorted,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
write_output,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
write_output,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
sorted,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
write_output,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
indent_log,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
write_output,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
indent_log,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
write_output,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
write_output,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
indent_log,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
sorted,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
write_output,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
PipError,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
PipError,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
PipError,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
PipError,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
get_prog,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
PipError,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
PipError,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\configuration.py,
indent_log,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_value,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
dict,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
open_text_resource,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
__import__,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
globals,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
locals,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
get_module_from_module_name,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
getattr,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
get_environment,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
get_vendor_version_from_module,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
parse_version,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
parse_version,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
create_vendor_txt_map,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
indent_log,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_actual_vendor_versions,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
make_target_python,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
indent_log,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
len,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
str,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_value,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_value,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_value,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_value,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_value,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_value,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_value,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_sys_implementation,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_value,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_value,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_value,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_value,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_value,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_vendor_versions,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
show_tags,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
get_pip_version,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
ca_bundle_info,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
where,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\debug.py,
normalize_path,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py,
ensure_dir,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py,
make_target_python,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py,
TempDirectory,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py,
check_legacy_setup_py_options,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py,
get_build_tracker,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py,
write_output,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\download.py,
_should_suppress_build_backends,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\freeze.py,
_dev_pkgs,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\freeze.py,
set,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\freeze.py,
freeze,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\freeze.py,
_dev_pkgs,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\freeze.py,
open,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\hash.py,
read_chunks,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\hash.py,
write_output,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\hash.py,
_hash_of_file,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\hash.py,
create_command,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\help.py,
get_similar_commands,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\help.py,
CommandError,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\help.py,
sorted,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py,
SelectionPreferences,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py,
write_output,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py,
write_output,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py,
print_dist_installation_info,E:\football_v\.venv\Lib\site-packages\pip\_internal\commands\index.py,
